text,bias,bias_BABESG2,objective_BABESG2,partly-subjective_BABESG2,subjective_BABESG2,nonpartisan_headline,slight-partisan_headline,hyperpartisan_headline,nonpartisan_article,slight-partisan_article,hyperpartisan_article,true_LIAR,mostly-true_LIAR,half-true_LIAR,barely-true_LIAR,false_LIAR,pants-fire_LIAR,bluff_FakeNewsTFG,negative_NewsMTSC,neutral_NewsMTSC,positive_NewsMTSC
"Yet MLB, with an exhaustive 100+ page health and safety operations manual, will attempt to become the first major sport to return on July 23 with two nationally televised games, and the rest of the teams scheduled to start July 24.\",0,0.114973396,0.754029,0.24058679,0.005384261,0.0002932025,0.99946827,0.00023851247,0.0031100758,0.9885423,0.008347662,0.012137716,0.029533153,0.3643451,0.12344264,0.4656341,0.0049072723,0.21911319,0.003300774,0.9827666,0.0139325885
"The new “wealth tax” is not out of character for Warren, who has long railed against income inequality and the uber-rich, but would mark a move to the left by the party as a whole if it were adopted.",0,0.2704641,0.019524569,0.973885,0.0065904837,0.0061401813,0.01495993,0.97889984,0.023763606,0.010386641,0.96584976,0.013293706,0.031175762,0.36321846,0.13915512,0.44862604,0.0045308694,0.09235254,0.9975128,0.0009166931,0.0015705213
"Over 70,000 women in Germany have been subjected to female genital mutilation (FGM), and a further 17,000 young girls are at risk of having the barbaric procedure being committed against them.",1,0.86222726,0.99628276,0.003050057,0.00066727586,0.0062129167,0.9843016,0.009485446,0.102976136,0.2724761,0.6245478,0.04647685,0.37861872,0.53786856,0.018032953,0.011793603,0.007209326,0.0005578883,0.9960316,0.0024871384,0.0014812878
"Using the same alarmist language he has employed to describe illegal immigration, Trump painted Democrat-led cities as out of control and lashed out at the “radical left,” which he blamed for rising violence in some cities, even though criminal justice experts say it defies easy explanation.",1,0.94091654,0.016499927,0.97984767,0.00365246,0.0021225766,0.018528916,0.97934854,0.00025501518,0.0012320625,0.9985129,0.014161961,0.03366076,0.5001229,0.34453684,0.08180824,0.025709294,0.0002903515,0.99839574,0.000642975,0.0009613361
"Cuban slave doctors that have escaped the system have said that, while working abroad, the Castro regime forced them to invent patients and throw away perfectly good medicine to boost the statistics on the number of patients Cuban doctors actually treat.",1,0.9164406,0.77699,0.2221081,0.0009019071,0.00044106523,0.98910743,0.0104515,0.014857508,0.940087,0.045055512,0.033345897,0.13216777,0.79797745,0.017328585,0.0129818525,0.006198466,0.0016528851,0.99819607,0.00089626096,0.00090772175
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ",1,0.60549456,0.99745554,0.0020438456,0.0005005532,0.9746396,0.02317111,0.0021892593,0.010522982,0.03472164,0.9547554,0.009297013,0.030650036,0.45863035,0.2676017,0.22541015,0.008410817,0.0016205674,0.0017716597,0.00075681886,0.9974716
"The right to abortion is just that — the right to kill unborn humans. But pro-abortionists like Quinn and Cuomo find it easier to argue that they are fighting for “reproductive rights” (even though pro-lifers are not objecting to any woman’s right to reproduce) or that fetuses are not humans but “clumps of cells.” Just as with slave owners and eugenicists before them, it’s easier for pro-abortionists to advocate for murder after they’ve dehumanized the lives they want to end.",1,0.9641042,0.00047388472,0.0054610027,0.99406505,0.0005750394,0.03184863,0.96757644,0.00036426363,0.0009267327,0.99870896,0.017718218,0.179795,0.76546663,0.02320172,0.009515938,0.0043024616,0.66352457,0.9970932,0.001361404,0.0015453057
"Biden has promised to prohibit the sale of military-style rifles and high-capacity magazines, similar to a 10-year ban that expired in 2004.",0,0.051617563,0.995751,0.0030027723,0.0012461669,0.0031079939,0.9964127,0.00047935752,0.43059385,0.26532534,0.30408084,0.009676476,0.041088153,0.75164735,0.1439009,0.047823247,0.005863837,0.00029811615,0.06295333,0.93240696,0.0046396824
"If your “rights” mean taking everyone else’s rights away, that is not “peaceful protest.” And to compare mob behavior to the civil rights movement is to dishonor its legacy.",1,0.9589281,0.0005495407,0.0045679645,0.99488246,0.0008881389,0.6925229,0.30658898,0.0009821076,0.0038562447,0.9951616,0.007539229,0.00702714,0.05500022,0.09561413,0.8302277,0.004591632,0.53787047,0.99837327,0.00083723327,0.00078943826
"At any other time, the U.S. would have led efforts and coordinated global fights against epidemics, but the science-averse Trump administration had already axed the CDC expert in China.",1,0.9416145,0.038668785,0.95277876,0.0085525075,0.8327004,0.03997683,0.12732272,0.018564785,0.04847368,0.9329615,0.052727982,0.050089583,0.62819123,0.05041661,0.21479572,0.0037788919,0.00028307416,0.9975274,0.0016820196,0.00079051347
"While Americans still cling to sexist gender roles at home, overwhelming majorities believe that sex discrimination in public spaces should be illegal.",1,0.7945986,0.022389622,0.967041,0.010569376,0.00015080531,0.9993761,0.0004731377,0.0028741474,0.03745679,0.9596691,0.060430203,0.60679144,0.30945945,0.009312741,0.009871295,0.0041349167,0.003441244,0.9974948,0.0015486769,0.00095653476
An avowed white supremacist pleaded guilty on Monday for planning bomb and shooting attacks at a synagogue and LGBTQ bar in Las Vegas. ,0,0.030655857,0.9975737,0.0018938421,0.00053252274,0.00015614412,0.9995664,0.00027744556,0.0021743001,0.0046337936,0.9931919,0.0057797804,0.0055276616,0.049597196,0.15194984,0.7831373,0.0040082787,0.00028008063,0.99841905,0.00096206286,0.00061893614
Trump's comments came during a mega-rally in the world's largest cricket stadium — part of an elaborate Indian welcome for a president who revels in pomp and pageantry.,1,0.8107082,0.70343846,0.2954791,0.0010824342,0.008336843,0.057982326,0.93368083,0.16324693,0.23745589,0.59929717,0.012226716,0.012934137,0.12636688,0.24397452,0.59718275,0.0073149726,0.0002545706,0.004313381,0.0060671647,0.98961943
"Tuesday’s nominating contests in New York, Kentucky and four other states featured progressives challenging older, establishment Democrats at a time of a national reckoning with racial injustice following the May 25 death of George Floyd, an unarmed Black man, while in Minneapolis police custody.",0,0.0641643,0.996555,0.0028169206,0.0006280924,0.0022743016,0.99691415,0.000811523,0.019050224,0.82949156,0.15145822,0.0149716735,0.020375907,0.253987,0.44797748,0.24758065,0.015107302,0.0007850437,0.47880438,0.013355184,0.50784045
"As the deadly COVID-19 contagion sweeps across the country, gun sales are surging, spurred in many regions by panic buying and purchases by first-time firearm owners. ",1,0.56097627,0.22484693,0.7720156,0.0031374712,0.0008270841,0.9982811,0.00089187355,0.005930333,0.97497094,0.019098775,0.013646455,0.02281055,0.282371,0.513973,0.14614673,0.02105226,0.020422902,0.99350387,0.0044210837,0.002075065
"Still, the CDC has withdrawn tracking numbers about testing from its website, fueling the belief that the White House is still playing politics with health information.",1,0.6897684,0.010608157,0.9696549,0.019736892,0.009226892,0.9892281,0.0015449815,0.015171437,0.03638708,0.94844145,0.03246549,0.05177973,0.8067544,0.041580595,0.059944488,0.0074753533,0.00079168315,0.99612564,0.0034207352,0.00045366198
"Despite an estimate showing that China — the world's biggest polluter — emitted 25 percent less carbon than in the same four-week period the previous year, Shuo remains skeptical about any lasting changes.",1,0.19667293,0.38917932,0.6083274,0.0024932702,0.99635845,0.0007138661,0.0029276698,0.12828587,0.26508725,0.6066269,0.02991791,0.119654745,0.6988543,0.05365159,0.09332124,0.004600211,0.00052611815,0.77666545,0.21994567,0.003388912
Lawmakers specifically said they want to protect women from facing unfair competition from men who claim to be transgender women.,1,0.10294227,0.9969995,0.0022349965,0.0007655104,0.0022222693,0.996833,0.00094467885,0.1634709,0.82944995,0.0070792106,0.012136882,0.02370468,0.3003362,0.13567793,0.5230069,0.0051373546,0.00037885926,0.025386086,0.007218472,0.9673954
"New York City parents and those across America where these evil restrictions are reemerging have to remember, and have to punish at the polls the politicians who steal this from our kids.",1,0.9609635,0.00066484563,0.003921791,0.99541336,0.00030730639,0.999169,0.00052366685,0.0017725804,0.013551443,0.98467594,0.008878412,0.01227838,0.11483582,0.52672356,0.32385775,0.013426102,0.34718627,0.99792516,0.0009462051,0.0011286166
"Polling throughout the Democratic primary showed Sanders triumphing with young voters by massive margins, and early polling in the general election has shown Biden running weaker with younger voters than past Democratic nominees.",0,0.06273571,0.9940544,0.0050120996,0.00093356095,0.14676724,0.84913635,0.004096363,0.023128415,0.6060565,0.3708151,0.025858916,0.19763373,0.7541252,0.014838459,0.0052166525,0.0023270915,0.00035938714,0.0029983292,0.0005060716,0.99649566
"Middle-class exodus: From 2007 to 2016, California lost a net million residents — some 2.5% of its population (which still grows due to births and immigration). ",1,0.4260404,0.9961855,0.0027511686,0.0010633311,0.00024086969,0.9996611,9.7996504e-05,0.008587662,0.9830483,0.008364006,0.032197963,0.2484998,0.70157486,0.010044445,0.0057270294,0.0019559613,0.0009077097,0.96590436,0.032256015,0.001839711
"With this in mind, the Trump administration reportedly hopes to reduce poverty in the United States, not by making a material difference in struggling families’ finances, but by tinkering with the threshold for what counts as poverty.",1,0.8681517,0.11889711,0.8786135,0.0024894,0.29863358,0.102694735,0.5986717,0.0010975113,0.0029829994,0.99591947,0.008261621,0.0414298,0.74526507,0.14891975,0.04459921,0.0115245925,0.0003249342,0.37733802,0.0036907394,0.6189712
"Dexter Faircloth stalked the streets of Houston’s Third Ward, the historic Black neighborhood where he was born and raised, shouting greetings and asking an urgent question.",0,0.47479448,0.9927545,0.006709009,0.000536418,0.00019782153,0.99705315,0.0027490046,0.0056906953,0.41459385,0.57971543,0.017802952,0.018612035,0.10679307,0.52433723,0.30895722,0.023497479,0.34289938,0.99769956,0.001516049,0.00078441174
"In office, however, Trump has continued the GOP crusade against Medicaid. ",1,0.94223815,0.027690904,0.962608,0.009701087,0.0040944833,0.7533282,0.24257734,0.003604681,0.026023803,0.9703715,0.009898975,0.036989126,0.8451826,0.065380625,0.034576144,0.007972496,0.0003298894,0.9979487,0.0014885395,0.0005628146
The battle of Portland is just plain crazy — but what else would you expect in Donald Trump’s dystopian America?,1,0.9656106,0.0010514634,0.0036356044,0.9953129,0.0037982308,0.12854639,0.86765534,0.000686224,0.00049510814,0.9988187,0.027385727,0.042907093,0.20900263,0.094781466,0.62119484,0.0047281813,0.53658104,0.9973003,0.0017637843,0.0009359356
"Even prior to Trump formally announcing Barrett as his nominee, leftists launched a string of attacks, targeting her faith, family, and conservative positions.",1,0.8980649,0.011186673,0.9643685,0.024444802,0.0062366566,0.29037973,0.70338356,0.0008039953,0.0025442203,0.9966518,0.017054014,0.034982793,0.8024512,0.0874414,0.048358902,0.009711655,0.0003124171,0.9981072,0.0009223801,0.0009703827
"After Steve King’s offensive implication that white people own Western civilization, Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler.",1,0.9644881,0.016284524,0.9712223,0.012493156,0.0022222628,0.64203614,0.35574153,0.0005699732,0.00046716921,0.9989629,0.017581712,0.016360141,0.11625437,0.5798473,0.23389691,0.036059536,0.11931232,0.99862874,0.00070526404,0.000666041
"Republicans could try again to repeal Obamacare if they win enough seats in U.S. elections next month, Senate Republican Leader Mitch McConnell said on Wednesday, calling a failed 2017 push to repeal the healthcare law a “disappointment.”",0,0.017950678,0.9956809,0.0038976702,0.0004213713,0.9997249,0.00018602445,8.899567e-05,0.03573143,0.0167308,0.9475378,0.0133867515,0.020862777,0.44914696,0.28040275,0.22319403,0.013006771,0.00030384728,0.5515279,0.44671485,0.0017572517
Republican Senator Rand Paul on Friday called on the FBI to investigate a crowd of protesters that swarmed him as he departed the White House after listening to U.S. President Donald Trump accept his party’s nomination for re-election.,0,0.029194005,0.99713135,0.0020703792,0.00079820957,0.9996674,0.00023856273,9.401328e-05,0.0075665764,0.013208168,0.9792252,0.009103237,0.007225956,0.0676936,0.41538826,0.49101436,0.009574626,0.00038419006,0.90563536,0.09329466,0.0010699611
"It wasn’t President Donald Trump’s escalating demands that the U.S. central bank lower interest rates, or Kaplan’s view of the U.S. economy that attendees at the lunch in Corpus Christi wanted most to know about. ",0,0.15537086,0.047420662,0.9475924,0.00498696,0.38605776,0.033102456,0.58083975,0.0015296927,0.003329398,0.9951409,0.011655446,0.017491188,0.2816929,0.1799155,0.5021058,0.0071391873,0.14798357,0.8760114,0.12293541,0.0010531371
"Reuters photographer Dylan Martinez heard the words ring out during chaotic scenes in London on Saturday, when mostly peaceful anti-racist demonstrations turned into violent scuffles with counter-protesters in the area.",1,0.88862145,0.9965951,0.003028265,0.00037655354,0.36224166,0.6286006,0.0091577405,0.99786323,0.0007317813,0.0014049311,0.017743753,0.026422197,0.25514674,0.26339152,0.42995042,0.0073454096,0.00041641708,0.7672609,0.2303375,0.0024016106
"Alphabet Inc.’s Google, the world’s largest online advertising platform, blocked advertising from finance blog ZeroHedge.com last week because of what it deemed hateful comments from users posted to the website’s articles.",0,0.04262507,0.99706227,0.0026025255,0.0003352388,0.99938345,0.0004281684,0.00018832061,0.12703942,0.0073085143,0.86565214,0.023211204,0.019854877,0.19443867,0.09529584,0.6613638,0.005835652,0.2802443,0.99813086,0.0014086233,0.000460534
"In reality, the Trump administration implemented Operation Warp Speed, which created a public-private partnership to fast-track a coronavirus vaccine.",0,0.10507717,0.9954684,0.003829602,0.000702008,0.55341256,0.10407776,0.3425097,0.016798196,0.0048091603,0.9783927,0.006405397,0.010007389,0.17524815,0.39393827,0.40628725,0.008113514,0.0024183597,0.91158587,0.0781197,0.010294453
"She is one of Donald Trump's natural heirs, even using his patented lies and happy-talk approach to the virus, telling lawmakers recently that ""in South Dakota, we didn't take a one-size-fits-all approach and the results have been incredible.""",1,0.9181462,0.0011632902,0.09958506,0.89925164,0.00023889252,0.9959074,0.003853637,0.009783041,0.002533372,0.9876837,0.3017753,0.10838051,0.4954598,0.026366962,0.06326341,0.004753981,0.0073987436,0.997575,0.0007624439,0.0016626312
The astute observer will note that China is not exactly eager to take in large numbers of migrants or refugees from beyond its borders.,1,0.89496434,0.0069650873,0.7447101,0.24832484,0.9520874,0.035219166,0.012693518,0.109806776,0.79257745,0.09761573,0.3147885,0.42828047,0.14885287,0.01491202,0.08915328,0.004012894,0.0003035716,0.446427,0.15159196,0.40198106
"The Conservatives may have surrendered every last joint of ideological backbone to the forces of Social Justice, identity politics and weaponised resentment.",1,0.94871294,0.0006314622,0.0040807477,0.9952878,0.00057964644,0.050168622,0.9492518,0.01594534,0.012386308,0.9716684,0.0738649,0.18310435,0.5070462,0.041323774,0.1910825,0.0035782282,0.013764402,0.9977361,0.0007835428,0.0014803028
"State-backed hackers from China have targeted staffers working on the U.S. presidential campaign of Democrat Joe Biden, a senior Google security official said on Thursday. The same official said Iranian hackers had recently targeted email accounts belonging to Republican President Donald Trump’s campaign staff.",0,0.04417279,0.996788,0.0024177348,0.00079422176,0.95289963,0.046302773,0.00079751905,0.082487985,0.037138086,0.88037395,0.064982966,0.06194603,0.718206,0.039218344,0.10643861,0.009208062,0.0002649149,0.99495465,0.0040772557,0.0009680837
"Human rights defenders have said security forces were deployed to enforce lockdowns mainly in poor black areas like high density townships, where higher population numbers and overcrowding made it impossible to properly isolate.",0,0.05876207,0.996784,0.0024535875,0.0007624273,0.0014221036,0.99236006,0.0062178527,0.0038805862,0.99046993,0.005649502,0.019336605,0.06628908,0.79651815,0.050865382,0.062640876,0.0043498944,0.0005338282,0.92473215,0.07188406,0.0033838507
Lawmakers are treading a dangerous and unconstitutional path in the service of fear-driven objections to trans existence.,1,0.9720452,0.00059989933,0.004532326,0.9948678,0.00050347456,0.9524525,0.047044028,0.0030779336,0.010639133,0.9862829,0.006744601,0.008665348,0.06213797,0.45269248,0.4596967,0.010062872,0.15731704,0.99798167,0.00095588795,0.0010623352
"Their lawyers argue that Title VII of the 1964 Civil Rights Act, which prohibits workplace discrimination based on sex, also applies to discrimination against LGBTQ people.",0,0.08395166,0.9963198,0.0029126809,0.0007674408,0.0012287905,0.98795766,0.010813527,0.00242002,0.054316826,0.9432632,0.008483319,0.009968489,0.10487312,0.25027475,0.6203632,0.00603716,0.047262605,0.559169,0.4386754,0.0021555622
Welcome to 'Crazytown': An unprecedented frenzy in Georgia shows how democracy breaks down,1,0.9318024,0.0022385453,0.22476985,0.77299154,0.0001540697,0.9990689,0.0007770389,0.0012072163,0.9839341,0.014858704,0.012173799,0.014034788,0.09282754,0.5512217,0.31262708,0.017115045,0.00032562733,0.9860444,0.0040502353,0.009905353
"Harris, like her Democrat competitors at the time, signaled that she supports free, taxpayer-funded health care for illegal aliens, which by some estimates could cost up to $660 billion per decade.",1,0.8275468,0.99276674,0.0068119764,0.0004212859,0.027534703,0.29892054,0.67354476,0.024210587,0.088774145,0.88701534,0.012411102,0.07743075,0.8424901,0.047845878,0.012156954,0.007665219,0.001216129,0.0007204052,0.0004299398,0.99884963
"Trump is also attempting an obvious slow-motion coup, in which he is purging senior national security officials who have shown themselves unwilling to do his bidding, for example, by turning the country's military against the American people.",1,0.9597111,0.0004946351,0.013380204,0.98612505,0.00082068745,0.0020511933,0.9971282,0.0013892779,0.0018776827,0.99673307,0.010198504,0.011385145,0.10272712,0.6221923,0.23115197,0.022344928,0.00032291547,0.9982753,0.000697976,0.0010267573
"After health officials near Portland, Oregon, declared a public health emergency over a measles outbreak that affects mostly young children, the viral infection continues to spread.",0,0.06766385,0.9974809,0.002011598,0.00050749624,0.00036899344,0.9995034,0.0001276357,0.25019833,0.48665124,0.26315045,0.046615418,0.06926648,0.7878901,0.039535027,0.052344956,0.004348064,0.004264495,0.7241769,0.27107713,0.004746003
"A report by the United Nations (UN) falsely blamed President Trump for the detention of 100,000 migrant children who, in fact, were held in federal immigration custody in 2015 by President Obama.",0,0.16736908,0.9975562,0.0020831332,0.0003606652,0.0008290609,0.9974477,0.0017232171,0.00585807,0.012398283,0.9817437,0.015146576,0.015954183,0.19508712,0.08621839,0.6805203,0.00707343,0.00061098905,0.9981256,0.0009670802,0.0009072821
"The police lynching of George Floyd provoked widespread denunciation, with even ghouls like Rush Limbaugh and Mitch McConnell condemning the individual officers responsible for the death. ",0,0.26458105,0.8692469,0.12991612,0.0008369863,0.0008638027,0.7203156,0.27882063,0.00043706066,0.00075550657,0.99880743,0.013749937,0.023947041,0.3168914,0.45687452,0.16815388,0.020383252,0.019421756,0.9984516,0.0007284843,0.00081999484
"Juneteenth, a portmanteau of June and 19th, also is known as Emancipation Day.",0,0.13905804,0.9898044,0.0075427447,0.002652804,0.0002343925,0.99971145,5.416537e-05,0.07999154,0.76901186,0.15099663,0.045150906,0.056848243,0.19598916,0.06683598,0.6291448,0.0060308967,0.05000442,0.014019992,0.95069605,0.035283994
"Police shooting deaths and other deaths enacted by officers largely impacting the black community have been the focus of recent protests, yet other communities, such as the Latinx community, also suffer disproportionately from such violence, taking innocent lives.",0,0.17019595,0.9960322,0.0035756335,0.00039215916,0.00050939893,0.99767345,0.0018170974,0.012861027,0.87735045,0.109788515,0.03718102,0.29719803,0.6362563,0.01696786,0.006599256,0.0057976143,0.005520051,0.9967193,0.0019606971,0.0013199713
"Russia’s central bank suspended gold purchases on the domestic market from April 1, without giving a reason. However, analysts have suggested it is focusing on foreign currency sales to support the rouble, which has fallen in line with lower oil prices as the virus spread.",0,0.1259322,0.99701476,0.0024461385,0.00053910876,0.99880743,0.0010005042,0.00019205899,0.82475907,0.087244175,0.087996736,0.013834326,0.087392494,0.8602291,0.022934223,0.01204688,0.0035629822,0.00026321874,0.9936923,0.005955286,0.0003523736
"The number of women behind the camera on Hollywood movies jumped to record levels in 2019, with 12 directing top-grossing films including “Frozen II,” “Captain Marvel” and “Hustlers,” two studies showed on Thursday.",0,0.047238857,0.9970891,0.0023889386,0.0005220682,0.043237727,0.95368665,0.0030756313,0.0099622775,0.019656206,0.97038156,0.04151163,0.14325298,0.79030776,0.014913249,0.0066328123,0.0033815901,0.8445781,0.008109988,0.28414094,0.707749
"The Trump administration said under the new agreement, the U.S. would also work with Sudan to help ease its debt burden and become a part of the broader international community. ",0,0.028030103,0.99721825,0.00181364,0.0009681481,0.99967575,0.0001790052,0.00014523295,0.89600545,0.10148354,0.0025110669,0.009998932,0.017091438,0.36009648,0.24289447,0.3600422,0.009876429,0.0002943478,0.0013082195,0.018940322,0.9797514
"It's no exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with liars and grifters.",1,0.9716169,0.0009539227,0.0033782008,0.9956678,0.008777546,0.4458017,0.5454207,0.0047700484,0.0046453504,0.9905847,0.095630705,0.056214176,0.09663757,0.043007307,0.70246583,0.0060444367,0.29032034,0.99780005,0.0010906766,0.001109288
"Republicans will claim that they prioritize pro-life policies, and democrats will keep abortion sacrosanct.",1,0.9062678,0.0004940555,0.013253665,0.98625225,0.00022233218,0.9989209,0.0008568021,0.006107213,0.05304344,0.94084936,0.008903811,0.015029057,0.21964547,0.44700822,0.29395863,0.0154547645,0.000366422,0.28892753,0.6826737,0.028398767
Trump’s evangelical cabal are behind Republican attacks on women’s reproductive rights.,1,0.9626586,0.0022016584,0.34672388,0.6510744,0.0017025892,0.7239266,0.27437076,0.0007395971,0.0017654228,0.99749494,0.00752028,0.018528234,0.23602034,0.22357158,0.50507385,0.009285637,0.0007955211,0.99791676,0.0013477182,0.0007355429
"While the major baseball leagues won’t be affected much by tariffs on Chinese imports, everyone from Double A players down through the office softball team will be.",0,0.11507515,0.9959771,0.0028930043,0.0011300076,0.00016988354,0.9996469,0.00018317992,0.021909695,0.897437,0.080653325,0.020102667,0.076901145,0.603468,0.13849105,0.15581717,0.005220053,0.04437871,0.0040499656,0.9917597,0.0041902815
"We must be wary of allowing those wielding the toxic charge of racism, no matter how well intentioned their motives, to decide who has a voice and who does not. ",1,0.87357646,0.0008854731,0.0038284622,0.99528605,0.0010342854,0.9242209,0.07474476,0.002083197,0.012255596,0.98566127,0.006441751,0.009032441,0.067264095,0.07870314,0.83461094,0.0039475225,0.36275926,0.99549735,0.0013241977,0.0031785355
"In Santa Fe, New Mexico, officials took down a statue of Diego de Vargas, a Spanish conquistador who brutalized Native Americans.",0,0.06440136,0.99572045,0.003623701,0.00065590226,0.00039389174,0.9994491,0.00015708672,0.024612628,0.73188,0.24350733,0.009105752,0.00943763,0.066085085,0.5029384,0.40099156,0.01144161,0.0002891956,0.99741495,0.0012553601,0.0013296449
They found that many disadvantaged white students reject the notion of their grand privileges and resented the key confessional component of white privilege education.,0,0.37873912,0.06162705,0.9343569,0.0040159794,0.0007309519,0.9873208,0.011948313,0.0120593775,0.6715288,0.31641182,0.022095,0.093253255,0.74258095,0.072906815,0.062554784,0.006609182,0.23908587,0.99762243,0.0012930678,0.0010844808
"Federal government health officials told lawmakers the country had insufficient testing resources, a source said, and Democratic presidential candidates slammed the government’s response.",0,0.05518424,0.997601,0.001954786,0.00044435452,0.910134,0.087739155,0.0021268711,0.0359999,0.70198214,0.26201797,0.009743486,0.012951696,0.19910951,0.46742305,0.29931414,0.011458218,0.0002458894,0.9980597,0.0013919014,0.0005483275
"Banks lamented that China has now become a partisan issue simply because Trump has blamed China for trying to hide the discovery of the coronavirus in Wuhan, China, and allowing it to spread to the rest of the world.",1,0.94371635,0.042992793,0.95226717,0.0047400305,0.71716785,0.0149281155,0.26790404,0.005157106,0.004306906,0.99053603,0.008572134,0.022063814,0.38227212,0.3717682,0.20099612,0.01432761,0.0002573335,0.9981329,0.0011299669,0.00073715113
"Moreover, NeverTrump would not only have to separate Trump from his political base, but also to win the support of that base for its own candidate. That will be particularly difficult, as NeverTrump has made no secret of its general disdain for Trump supporters.",1,0.9020545,0.0040276027,0.7532408,0.24273154,0.0048298356,0.19768843,0.7974818,0.780877,0.018202001,0.20092097,0.014594517,0.046027426,0.5515352,0.18327992,0.19607282,0.0084900325,0.011608371,0.9981621,0.0010747712,0.00076316076
