text,bias,bias_BABESG2,objective_BABESG2,partly-subjective_BABESG2,subjective_BABESG2,nonpartisan_headline,slight-partisan_headline,hyperpartisan_headline,nonpartisan_article,slight-partisan_article,hyperpartisan_article,true_LIAR,mostly-true_LIAR,half-true_LIAR,barely-true_LIAR,false_LIAR,pants-fire_LIAR,bluff_FakeNewsTFG,negative_NewsMTSC,neutral_NewsMTSC,positive_NewsMTSC
"With this in mind, the Trump administration reportedly hopes to reduce poverty in the United States, not by making a material difference in struggling families’ finances, but by tinkering with the threshold for what counts as poverty.",1,0.94352627,0.11889711,0.8786135,0.0024894,0.29863358,0.102694735,0.5986717,0.0010975113,0.0029829994,0.99591947,0.008261621,0.0414298,0.74526507,0.14891975,0.04459921,0.0115245925,0.0003249342,0.37733802,0.0036907394,0.6189712
"Immigration Voice claims to be an independent group, but reportedly works closely with Compete America, an advocacy group formed by the nation’s major tech companies, nearly all of whom employees large blocs of Indian and Chinese visa-workers in jobs that could be filled by young American graduates.",1,0.83202845,0.9953467,0.0043021883,0.00035113504,0.09444969,0.8966895,0.008860804,0.005625904,0.0135423215,0.9808318,0.08718942,0.2125013,0.5414138,0.035297107,0.11700362,0.006594767,0.17994457,0.017626775,0.930171,0.05220219
"In office, however, Trump has continued the GOP crusade against Medicaid. ",1,0.92298245,0.027690904,0.962608,0.009701087,0.0040944833,0.7533282,0.24257734,0.003604681,0.026023803,0.9703715,0.009898975,0.036989126,0.8451826,0.065380625,0.034576144,0.007972496,0.0003298894,0.9979487,0.0014885395,0.0005628146
"Even prior to Trump formally announcing Barrett as his nominee, leftists launched a string of attacks, targeting her faith, family, and conservative positions.",1,0.921321,0.011186673,0.9643685,0.024444802,0.0062366566,0.29037973,0.70338356,0.0008039953,0.0025442203,0.9966518,0.017054014,0.034982793,0.8024512,0.0874414,0.048358902,0.009711655,0.0003124171,0.9981072,0.0009223801,0.0009703827
"After Steve King’s offensive implication that white people own Western civilization, Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler.",1,0.97003114,0.016284524,0.9712223,0.012493156,0.0022222628,0.64203614,0.35574153,0.0005699732,0.00046716921,0.9989629,0.017581712,0.016360141,0.11625437,0.5798473,0.23389691,0.036059536,0.11931232,0.99862874,0.00070526404,0.000666041
"Instead of giving way to despair, Christians should master themselves, strive for virtue, and suffer with dignity. The virus and shutdowns, grave as they are, will pass, but everyone can learn from them and be more than members of the passive herd beholden to external forces.",0,0.79729086,0.0008317528,0.003832373,0.9953359,0.00016184092,0.9990682,0.0007699866,0.01580334,0.19676928,0.78742737,0.012321224,0.054490604,0.44401595,0.23734058,0.24459192,0.0072397604,0.20095444,0.043970633,0.00087643944,0.955153
"Democratic candidates attacked Republican U.S. President Donald Trump’s handling of the coronavirus outbreak on Thursday, as stocks plunged on fears of the growing outbreak",0,0.4182556,0.99644405,0.0031344783,0.00042139474,0.99936324,0.0003236538,0.00031311228,0.002069665,0.0009737802,0.99695647,0.0072575994,0.013727258,0.22425199,0.47485897,0.26633614,0.013567961,0.0002468061,0.9981086,0.0010600076,0.0008313895
Republican Senator Rand Paul on Friday called on the FBI to investigate a crowd of protesters that swarmed him as he departed the White House after listening to U.S. President Donald Trump accept his party’s nomination for re-election.,0,0.075604215,0.99713135,0.0020703792,0.00079820957,0.9996674,0.00023856273,9.401328e-05,0.0075665764,0.013208168,0.9792252,0.009103237,0.007225956,0.0676936,0.41538826,0.49101436,0.009574626,0.00038419006,0.90563536,0.09329466,0.0010699611
"It wasn’t President Donald Trump’s escalating demands that the U.S. central bank lower interest rates, or Kaplan’s view of the U.S. economy that attendees at the lunch in Corpus Christi wanted most to know about. ",0,0.547149,0.047420662,0.9475924,0.00498696,0.38605776,0.033102456,0.58083975,0.0015296927,0.003329398,0.9951409,0.011655446,0.017491188,0.2816929,0.1799155,0.5021058,0.0071391873,0.14798357,0.8760114,0.12293541,0.0010531371
"Reuters photographer Dylan Martinez heard the words ring out during chaotic scenes in London on Saturday, when mostly peaceful anti-racist demonstrations turned into violent scuffles with counter-protesters in the area.",1,0.81439483,0.9965951,0.003028265,0.00037655354,0.36224166,0.6286006,0.0091577405,0.99786323,0.0007317813,0.0014049311,0.017743753,0.026422197,0.25514674,0.26339152,0.42995042,0.0073454096,0.00041641708,0.7672609,0.2303375,0.0024016106
"In reality, the Trump administration implemented Operation Warp Speed, which created a public-private partnership to fast-track a coronavirus vaccine.",0,0.17550482,0.9954684,0.003829602,0.000702008,0.55341256,0.10407776,0.3425097,0.016798196,0.0048091603,0.9783927,0.006405397,0.010007389,0.17524815,0.39393827,0.40628725,0.008113514,0.0024183597,0.91158587,0.0781197,0.010294453
"She is one of Donald Trump's natural heirs, even using his patented lies and happy-talk approach to the virus, telling lawmakers recently that ""in South Dakota, we didn't take a one-size-fits-all approach and the results have been incredible.""",1,0.94406736,0.0011632902,0.09958506,0.89925164,0.00023889252,0.9959074,0.003853637,0.009783041,0.002533372,0.9876837,0.3017753,0.10838051,0.4954598,0.026366962,0.06326341,0.004753981,0.0073987436,0.997575,0.0007624439,0.0016626312
"The Conservatives may have surrendered every last joint of ideological backbone to the forces of Social Justice, identity politics and weaponised resentment.",1,0.95659375,0.0006314622,0.0040807477,0.9952878,0.00057964644,0.050168622,0.9492518,0.01594534,0.012386308,0.9716684,0.0738649,0.18310435,0.5070462,0.041323774,0.1910825,0.0035782282,0.013764402,0.9977361,0.0007835428,0.0014803028
"State-backed hackers from China have targeted staffers working on the U.S. presidential campaign of Democrat Joe Biden, a senior Google security official said on Thursday. The same official said Iranian hackers had recently targeted email accounts belonging to Republican President Donald Trump’s campaign staff.",0,0.26274407,0.996788,0.0024177348,0.00079422176,0.95289963,0.046302773,0.00079751905,0.082487985,0.037138086,0.88037395,0.064982966,0.06194603,0.718206,0.039218344,0.10643861,0.009208062,0.0002649149,0.99495465,0.0040772557,0.0009680837
Lawmakers are treading a dangerous and unconstitutional path in the service of fear-driven objections to trans existence.,1,0.9723098,0.00059989933,0.004532326,0.9948678,0.00050347456,0.9524525,0.047044028,0.0030779336,0.010639133,0.9862829,0.006744601,0.008665348,0.06213797,0.45269248,0.4596967,0.010062872,0.15731704,0.99798167,0.00095588795,0.0010623352
Welcome to 'Crazytown': An unprecedented frenzy in Georgia shows how democracy breaks down,1,0.92522633,0.0022385453,0.22476985,0.77299154,0.0001540697,0.9990689,0.0007770389,0.0012072163,0.9839341,0.014858704,0.012173799,0.014034788,0.09282754,0.5512217,0.31262708,0.017115045,0.00032562733,0.9860444,0.0040502353,0.009905353
"Harris, like her Democrat competitors at the time, signaled that she supports free, taxpayer-funded health care for illegal aliens, which by some estimates could cost up to $660 billion per decade.",1,0.6696623,0.99276674,0.0068119764,0.0004212859,0.027534703,0.29892054,0.67354476,0.024210587,0.088774145,0.88701534,0.012411102,0.07743075,0.8424901,0.047845878,0.012156954,0.007665219,0.001216129,0.0007204052,0.0004299398,0.99884963
"Trump is also attempting an obvious slow-motion coup, in which he is purging senior national security officials who have shown themselves unwilling to do his bidding, for example, by turning the country's military against the American people.",1,0.95770293,0.0004946351,0.013380204,0.98612505,0.00082068745,0.0020511933,0.9971282,0.0013892779,0.0018776827,0.99673307,0.010198504,0.011385145,0.10272712,0.6221923,0.23115197,0.022344928,0.00032291547,0.9982753,0.000697976,0.0010267573
"After health officials near Portland, Oregon, declared a public health emergency over a measles outbreak that affects mostly young children, the viral infection continues to spread.",0,0.122392416,0.9974809,0.002011598,0.00050749624,0.00036899344,0.9995034,0.0001276357,0.25019833,0.48665124,0.26315045,0.046615418,0.06926648,0.7878901,0.039535027,0.052344956,0.004348064,0.004264495,0.7241769,0.27107713,0.004746003
"A report by the United Nations (UN) falsely blamed President Trump for the detention of 100,000 migrant children who, in fact, were held in federal immigration custody in 2015 by President Obama.",0,0.49138707,0.9975562,0.0020831332,0.0003606652,0.0008290609,0.9974477,0.0017232171,0.00585807,0.012398283,0.9817437,0.015146576,0.015954183,0.19508712,0.08621839,0.6805203,0.00707343,0.00061098905,0.9981256,0.0009670802,0.0009072821
"The police lynching of George Floyd provoked widespread denunciation, with even ghouls like Rush Limbaugh and Mitch McConnell condemning the individual officers responsible for the death. ",0,0.83052975,0.8692469,0.12991612,0.0008369863,0.0008638027,0.7203156,0.27882063,0.00043706066,0.00075550657,0.99880743,0.013749937,0.023947041,0.3168914,0.45687452,0.16815388,0.020383252,0.019421756,0.9984516,0.0007284843,0.00081999484
"Juneteenth, a portmanteau of June and 19th, also is known as Emancipation Day.",0,0.09829593,0.9898044,0.0075427447,0.002652804,0.0002343925,0.99971145,5.416537e-05,0.07999154,0.76901186,0.15099663,0.045150906,0.056848243,0.19598916,0.06683598,0.6291448,0.0060308967,0.05000442,0.014019992,0.95069605,0.035283994
"Throughout the anti-racism protests that have rocked the United States since the killing of George Floyd in Minneapolis on May 25, President Donald Trump and his obedient sycophants at Fox News have engaged in nonstop fear-mongering over the Antifa movement.",1,0.95508367,0.0033485224,0.8026494,0.1940021,0.001924613,0.03240219,0.9656732,0.0005633436,0.00050421373,0.9989324,0.02854379,0.053954236,0.81657255,0.049962584,0.0458482,0.0051186862,0.04286772,0.99803513,0.0008798956,0.0010849754
"More subtly, however, Pelosi is also using her gender to put Trump — who is visibly unnerved by having any woman around that isn’t clearly there to serve him, sexually or otherwise — on his heels. ",1,0.9639568,0.00061997393,0.0074504935,0.99192953,0.00237393,0.0045857863,0.9930402,0.0007348122,0.00073798053,0.99852717,0.009609804,0.013928792,0.16308095,0.5372208,0.26004764,0.016112002,0.13284883,0.99836344,0.0007589511,0.00087763905
"Jones, founder of the Infowars radio show and webcast, has claimed the mainstream media and gun-control proponents conspired to fabricate the tragedy in which 20 school children and six school staff were shot dead at Sandy Hook Elementary School in Newtown, Connecticut, on Dec. 14, 2012.",0,0.24741857,0.99656963,0.0031035664,0.0003268461,0.00088357914,0.99459696,0.0045194854,0.40151203,0.014536019,0.58395195,0.02509242,0.017915014,0.21238711,0.064269796,0.672068,0.008267696,0.010251751,0.9982298,0.00137945,0.0003907808
"Russia’s central bank suspended gold purchases on the domestic market from April 1, without giving a reason. However, analysts have suggested it is focusing on foreign currency sales to support the rouble, which has fallen in line with lower oil prices as the virus spread.",0,0.12449146,0.99701476,0.0024461385,0.00053910876,0.99880743,0.0010005042,0.00019205899,0.82475907,0.087244175,0.087996736,0.013834326,0.087392494,0.8602291,0.022934223,0.01204688,0.0035629822,0.00026321874,0.9936923,0.005955286,0.0003523736
"The Trump administration said under the new agreement, the U.S. would also work with Sudan to help ease its debt burden and become a part of the broader international community. ",0,0.06957909,0.99721825,0.00181364,0.0009681481,0.99967575,0.0001790052,0.00014523295,0.89600545,0.10148354,0.0025110669,0.009998932,0.017091438,0.36009648,0.24289447,0.3600422,0.009876429,0.0002943478,0.0013082195,0.018940322,0.9797514
Tuesday’s fundraiser was hardly the first time that Biden has made false accusations that Trump is sympathetic toward antisemitism.,1,0.94004476,0.009517662,0.96867585,0.021806497,0.0055065607,0.3981363,0.5963571,0.0010438082,0.002144356,0.9968118,0.118011154,0.0341625,0.1150564,0.042025458,0.684101,0.0066434075,0.0015729391,0.998533,0.0007817077,0.00068528263
"It's no exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with liars and grifters.",1,0.9726158,0.0009539227,0.0033782008,0.9956678,0.008777546,0.4458017,0.5454207,0.0047700484,0.0046453504,0.9905847,0.095630705,0.056214176,0.09663757,0.043007307,0.70246583,0.0060444367,0.29032034,0.99780005,0.0010906766,0.001109288
Trump’s evangelical cabal are behind Republican attacks on women’s reproductive rights.,1,0.96879745,0.0022016584,0.34672388,0.6510744,0.0017025892,0.7239266,0.27437076,0.0007395971,0.0017654228,0.99749494,0.00752028,0.018528234,0.23602034,0.22357158,0.50507385,0.009285637,0.0007955211,0.99791676,0.0013477182,0.0007355429
"While the major baseball leagues won’t be affected much by tariffs on Chinese imports, everyone from Double A players down through the office softball team will be.",0,0.14016537,0.9959771,0.0028930043,0.0011300076,0.00016988354,0.9996469,0.00018317992,0.021909695,0.897437,0.080653325,0.020102667,0.076901145,0.603468,0.13849105,0.15581717,0.005220053,0.04437871,0.0040499656,0.9917597,0.0041902815
"We must be wary of allowing those wielding the toxic charge of racism, no matter how well intentioned their motives, to decide who has a voice and who does not. ",1,0.9606492,0.0008854731,0.0038284622,0.99528605,0.0010342854,0.9242209,0.07474476,0.002083197,0.012255596,0.98566127,0.006441751,0.009032441,0.067264095,0.07870314,0.83461094,0.0039475225,0.36275926,0.99549735,0.0013241977,0.0031785355
"In Santa Fe, New Mexico, officials took down a statue of Diego de Vargas, a Spanish conquistador who brutalized Native Americans.",0,0.07603146,0.99572045,0.003623701,0.00065590226,0.00039389174,0.9994491,0.00015708672,0.024612628,0.73188,0.24350733,0.009105752,0.00943763,0.066085085,0.5029384,0.40099156,0.01144161,0.0002891956,0.99741495,0.0012553601,0.0013296449
They found that many disadvantaged white students reject the notion of their grand privileges and resented the key confessional component of white privilege education.,0,0.31913468,0.06162705,0.9343569,0.0040159794,0.0007309519,0.9873208,0.011948313,0.0120593775,0.6715288,0.31641182,0.022095,0.093253255,0.74258095,0.072906815,0.062554784,0.006609182,0.23908587,0.99762243,0.0012930678,0.0010844808
"Federal government health officials told lawmakers the country had insufficient testing resources, a source said, and Democratic presidential candidates slammed the government’s response.",0,0.18346038,0.997601,0.001954786,0.00044435452,0.910134,0.087739155,0.0021268711,0.0359999,0.70198214,0.26201797,0.009743486,0.012951696,0.19910951,0.46742305,0.29931414,0.011458218,0.0002458894,0.9980597,0.0013919014,0.0005483275
"Banks lamented that China has now become a partisan issue simply because Trump has blamed China for trying to hide the discovery of the coronavirus in Wuhan, China, and allowing it to spread to the rest of the world.",1,0.8705486,0.042992793,0.95226717,0.0047400305,0.71716785,0.0149281155,0.26790404,0.005157106,0.004306906,0.99053603,0.008572134,0.022063814,0.38227212,0.3717682,0.20099612,0.01432761,0.0002573335,0.9981329,0.0011299669,0.00073715113
"Moreover, NeverTrump would not only have to separate Trump from his political base, but also to win the support of that base for its own candidate. That will be particularly difficult, as NeverTrump has made no secret of its general disdain for Trump supporters.",1,0.9403511,0.0040276027,0.7532408,0.24273154,0.0048298356,0.19768843,0.7974818,0.780877,0.018202001,0.20092097,0.014594517,0.046027426,0.5515352,0.18327992,0.19607282,0.0084900325,0.011608371,0.9981621,0.0010747712,0.00076316076
President Donald Trump on Saturday said the occupation was an example of what “radical left Democrats” allowed in the United States and offered to help end the “anarchist” protest “in an hour or less.”,0,0.4109676,0.9962955,0.0033449254,0.00035948868,0.02303875,0.38152793,0.59543335,0.0011281362,0.0017467275,0.9971251,0.016887177,0.027909677,0.63814694,0.14314586,0.16537265,0.008537704,0.51284647,0.026309343,0.49926117,0.47442943
The Trump administration is working on a plan to let the Social Security Administration (SSA) check up on claimants on Facebook and Twitter in order to root out fraud and abuse in the disability program.,0,0.07856344,0.99588263,0.0031271635,0.0009901942,0.05631497,0.8238407,0.119844295,0.90933555,0.011678471,0.07898591,0.0065397513,0.011012302,0.17202058,0.44384676,0.3543124,0.012268176,0.00036221504,0.99267596,0.0058698584,0.0014542427
"The suggestion that the use of the phrase ""ladies and gentlemen"" is a real threat to transgender individuals downplays their actual struggle for acceptance in modern America.",0,0.3823713,0.0008464593,0.018681254,0.98047227,0.002322058,0.8031467,0.19453125,0.0033312112,0.0403051,0.95636374,0.20286639,0.5400643,0.23510885,0.0062316763,0.012779797,0.002948998,0.063295595,0.9965977,0.0023717114,0.0010306516
The defendants did not admit or deny wrongdoing. Their lawyer did not immediately respond to a request for comment. The settlement requires court approval.,0,0.08893918,0.9976496,0.0017028988,0.0006474233,0.00021227977,0.9995536,0.00023411069,0.11873283,0.78618973,0.09507744,0.36624837,0.3271843,0.21323787,0.011968621,0.07139783,0.009963033,0.0030752968,0.02299719,0.97514457,0.0018582103
"After years of being berated as racist or ignorant, Donald Trump reassures everyday Americans that their views are valid and their way of life is worthwhile. He lets them fulfill the only dream most Americans have: to live their lives as they please without harassment or contempt from their government.",0,0.7785007,0.0018922962,0.1736897,0.82441807,0.000793285,0.84888244,0.15032427,0.0004334544,0.0007604594,0.9988061,0.01472568,0.021657754,0.24228205,0.5819876,0.10967906,0.029667746,0.03426477,0.002435938,0.0003470973,0.99721694
"For our friends on the Left, Trump’s refusal to wear a mask is irresponsible toxic masculinity that is sending the wrong message and getting people killed, even though Dr. Deborah Brix has explained it’s not much of a risk. Biden, meanwhile, to their minds is leading by example by wearing his mask even when there is no good reason he should.",1,0.9731759,0.00051835884,0.007214137,0.99226755,0.00083479745,0.8570325,0.14213274,0.0002850329,0.00062165316,0.9990933,0.011909606,0.016662246,0.14345479,0.56708795,0.23475522,0.026130121,0.45043376,0.99836844,0.0008387456,0.00079288933
"While conservatives may find comfort in the old saw that those who aren’t liberal at 20 have no heart, and those who aren’t conservative at 40 have no brain, the truth, as Levin knows, is that those who are statists at 20 usually end up statists at 40. And he’s not content to allow time to take its uncertain political toll. ",0,0.7159023,0.00072052906,0.009671799,0.98960763,0.0035540047,0.6799903,0.31645566,0.0005205266,0.0012133993,0.99826616,0.013015964,0.034003153,0.34910348,0.31023228,0.28498814,0.008656991,0.33482623,0.99482214,0.003633893,0.0015439879
